District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
목포시,142666,109940,95177,87.01,9076,8.29,4135,3.78,878,0.8,109,0.09,0,0,0.0
여수시,111690,72580,57426,79.62,10198,14.13,3816,5.29,596,0.82,88,0.12,0,0,0.0
순천시,158958,132506,112075,85.03,12019,9.11,6576,4.98,985,0.74,146,0.11,0,0,0.0
나주시,57353,41846,34888,84.0,4386,10.56,1854,4.46,326,0.78,76,0.18,0,0,0.0
광양시,86998,69926,56284,80.89,8640,12.41,4061,5.83,515,0.74,78,0.11,0,0,0.0
담양군,33925,27586,24371,88.8,2005,7.3,825,3.0,172,0.62,71,0.25,0,0,0.0
장성군,31835,25750,22407,87.54,2166,8.46,815,3.18,163,0.63,43,0.16,0,0,0.0
곡성군,24642,20660,17677,86.4,1806,8.82,724,3.53,195,0.95,56,0.27,0,0,0.0
구례군,19274,16122,13850,86.56,1608,10.05,408,2.55,104,0.65,30,0.18,0,0,0.0
고흥군,55564,46747,40708,87.78,3968,8.55,1304,2.81,266,0.57,124,0.26,0,0,0.0
보성군,29640,24121,21093,88.12,2035,8.5,582,2.43,165,0.68,59,0.24,0,0,0.0
화순군,31362,22653,19369,86.26,2030,9.04,821,3.65,175,0.77,57,0.25,0,0,0.0
장흥군,21726,16826,14691,88.07,1433,8.59,381,2.28,116,0.69,60,0.35,0,0,0.0
강진군,16222,15702,13945,89.58,1075,6.9,404,2.59,105,0.67,38,0.24,0,0,0.0
완도군,35776,30107,27073,90.69,1792,6.0,754,2.52,149,0.49,81,0.27,0,0,0.0
해남군,56611,48053,42204,88.53,3496,7.33,1576,3.3,294,0.61,99,0.2,0,0,0.0
진도군,17884,13926,12139,88.02,1165,8.44,372,2.69,70,0.5,45,0.32,0,0,0.0
영암군,45634,37337,32195,86.85,3006,8.1,1466,3.95,330,0.89,70,0.18,0,0,0.0
무안군,45963,36048,30885,86.27,3125,8.72,1442,4.02,277,0.77,70,0.19,0,0,0.0
영광군,39527,31529,27255,87.04,2623,8.37,1170,3.73,160,0.51,105,0.33,0,0,0.0
함평군,19403,15159,13401,89.21,1124,7.48,360,2.39,85,0.56,51,0.33,0,0,0.0
신안군,27452,21663,19213,89.52,1569,7.31,485,2.25,130,0.6,65,0.3,0,0,0.0
