District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
포항시북구,165804,133077,36498,27.58,85805,64.86,8726,6.59,1154,0.87,107,0.08,0,0,0.0
포항시남구,132967,102687,28147,27.6,66044,64.77,6818,6.68,861,0.84,92,0.09,0,0,0.0
울릉군,8412,6716,1814,27.26,4351,65.38,454,6.82,30,0.45,5,0.07,0,0,0.0
경주시,102210,87347,27026,31.16,53407,61.58,5062,5.83,1143,1.31,76,0.08,0,0,0.0
김천시,108576,84889,20474,24.28,58134,68.94,5043,5.98,585,0.69,81,0.09,0,0,0.0
안동시,126677,98562,29603,30.28,61728,63.15,5592,5.72,731,0.74,84,0.08,0,0,0.0
구미시,152887,128319,41028,32.22,74039,58.16,11111,8.72,979,0.76,143,0.11,0,0,0.0
영주시,76241,60172,16176,27.1,40130,67.24,2936,4.91,382,0.64,56,0.09,0,0,0.0
영천시,64621,51210,10120,19.9,38339,75.41,2063,4.05,265,0.52,47,0.09,0,0,0.0
상주시,81486,65362,14235,21.97,46579,71.89,3493,5.39,410,0.63,74,0.11,0,0,0.0
문경시,46339,38640,8890,23.21,27185,70.99,1920,5.01,254,0.66,44,0.11,0,0,0.0
예천군,42788,35409,9395,26.82,23153,66.1,2186,6.24,246,0.7,44,0.12,0,0,0.0
경산시,81714,62728,14568,23.4,43008,69.08,4146,6.65,463,0.74,69,0.11,0,0,0.0
청도군,33663,26137,4796,18.5,20010,77.18,957,3.69,128,0.49,33,0.12,0,0,0.0
고령군,27768,22163,4130,18.8,16684,75.97,990,4.5,126,0.57,29,0.13,0,0,0.0
성주군,34280,27691,4944,18.0,21256,77.42,1080,3.93,143,0.52,31,0.11,0,0,0.0
칠곡군,92234,69654,18246,26.38,45689,66.06,4605,6.65,518,0.74,97,0.14,0,0,0.0
의성군,41422,32966,5588,17.09,25779,78.88,1087,3.32,188,0.57,38,0.11,0,0,0.0
청송군,22070,18250,3789,20.95,13348,73.83,797,4.4,125,0.69,19,0.1,0,0,0.0
영양군,14161,11615,2848,24.72,8104,70.35,484,4.2,72,0.62,10,0.08,0,0,0.0
영덕군,30579,24558,4407,18.1,18780,77.16,972,3.99,155,0.63,22,0.09,0,0,0.0
봉화군,24122,18921,4397,23.44,13543,72.22,675,3.59,116,0.61,20,0.1,0,0,0.0
울진군,41362,32830,7327,22.51,23129,71.06,1859,5.71,197,0.6,35,0.1,0,0,0.0
