District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
청주시상당구,57373,45125,20913,46.66,20485,45.71,2941,6.56,424,0.94,48,0.1,0,0,0.0
청주시서원구,66405,53268,25749,48.68,22253,42.07,4279,8.08,557,1.05,56,0.1,0,0,0.0
청주시흥덕구,40595,34918,19360,55.84,12074,34.82,2866,8.26,328,0.94,38,0.1,0,0,0.0
청주시청원구,54122,42794,22125,52.08,16133,37.97,3756,8.84,415,0.97,52,0.12,0,0,0.0
충주시,46792,42421,22426,53.22,16275,38.62,3083,7.31,317,0.75,36,0.08,0,0,0.0
제천시,8750,8671,4565,53.09,3403,39.58,546,6.35,72,0.83,11,0.12,0,0,0.0
단양군,9272,7838,3014,38.73,4412,56.7,310,3.98,41,0.52,4,0.05,0,0,0.0
영동군,34590,26559,10356,39.32,14427,54.77,1299,4.93,230,0.87,25,0.09,0,0,0.0
보은군,12657,9958,4118,41.69,5219,52.83,443,4.48,81,0.82,16,0.16,0,0,0.0
옥천군,27868,22773,10467,46.37,10586,46.9,1266,5.6,204,0.9,45,0.19,0,0,0.0
음성군,50627,39820,19980,50.57,16915,42.82,2247,5.68,311,0.78,49,0.12,0,0,0.0
진천군,19771,15071,7197,48.05,6732,44.95,892,5.95,128,0.85,27,0.18,0,0,0.0
괴산군,16568,14419,6621,46.32,6825,47.75,691,4.83,136,0.95,19,0.13,0,0,0.0
증평군,31928,23995,11385,47.85,10290,43.24,1854,7.79,222,0.93,41,0.17,0,0,0.0
