District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
포항시북구,69744,58553,16743,28.77,37265,64.05,3617,6.21,497,0.85,57,0.09,0,0,0.0
포항시남구,75507,60579,16927,28.15,38317,63.73,4321,7.18,502,0.83,54,0.08,0,0,0.0
울릉군,8412,6716,1814,27.26,4351,65.38,454,6.82,30,0.45,5,0.07,0,0,0.0
경주시,58319,54467,18493,34.23,31379,58.08,3354,6.2,736,1.36,56,0.1,0,0,0.0
김천시,78281,64458,17686,27.61,41567,64.91,4246,6.63,483,0.75,52,0.08,0,0,0.0
안동시,88542,70330,21856,31.35,43294,62.11,3982,5.71,505,0.72,61,0.08,0,0,0.0
구미시,126505,105682,32710,31.2,62104,59.25,9084,8.66,790,0.75,121,0.11,0,0,0.0
영주시,52523,44097,12891,29.5,28324,64.82,2160,4.94,278,0.63,39,0.08,0,0,0.0
영천시,41145,34763,7935,23.0,24766,71.79,1571,4.55,192,0.55,30,0.08,0,0,0.0
상주시,48883,41435,9622,23.41,29036,70.66,2139,5.2,254,0.61,41,0.09,0,0,0.0
문경시,28479,25234,6154,24.59,17614,70.39,1057,4.22,169,0.67,27,0.1,0,0,0.0
예천군,24388,21058,5646,27.14,13855,66.61,1140,5.48,131,0.62,26,0.12,0,0,0.0
경산시,38000,30932,7691,25.07,20644,67.3,2077,6.77,228,0.74,34,0.11,0,0,0.0
청도군,24119,19345,3927,20.47,14406,75.1,736,3.83,93,0.48,19,0.09,0,0,0.0
고령군,20739,16452,2977,18.28,12582,77.28,620,3.8,79,0.48,21,0.12,0,0,0.0
성주군,19629,17576,3688,21.18,12890,74.03,711,4.08,101,0.58,21,0.12,0,0,0.0
칠곡군,75444,56029,14434,25.93,37404,67.21,3340,6.0,402,0.72,70,0.12,0,0,0.0
의성군,41206,32774,5546,17.06,25656,78.95,1070,3.29,186,0.57,37,0.11,0,0,0.0
청송군,22070,18250,3789,20.95,13348,73.83,797,4.4,125,0.69,19,0.1,0,0,0.0
영양군,14161,11615,2848,24.72,8104,70.35,484,4.2,72,0.62,10,0.08,0,0,0.0
영덕군,20765,17240,3227,18.88,13087,76.58,646,3.78,112,0.65,17,0.09,0,0,0.0
봉화군,18450,15137,3800,25.33,10513,70.09,573,3.82,96,0.64,17,0.11,0,0,0.0
울진군,29072,23567,5453,23.33,16623,71.14,1140,4.87,121,0.51,28,0.11,0,0,0.0
