District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
천안시서북구,164893,114961,53626,47.0,49513,43.39,9681,8.48,1165,1.02,108,0.09,0,0,0.0
천안시동남구,117012,90861,44536,49.35,37420,41.46,7303,8.09,876,0.97,99,0.1,0,0,0.0
공주시,54453,43718,20578,47.44,19731,45.48,2710,6.24,306,0.7,50,0.11,0,0,0.0
보령시,54968,44287,19524,44.43,21601,49.15,2454,5.58,312,0.71,52,0.11,0,0,0.0
아산시,162847,123183,62953,51.45,48404,39.56,9704,7.93,1185,0.96,91,0.07,0,0,0.0
서산시,102990,79521,39776,50.37,32618,41.31,5729,7.25,732,0.92,98,0.12,0,0,0.0
태안군,35056,27682,12354,44.97,13523,49.23,1359,4.94,196,0.71,37,0.13,0,0,0.0
금산군,22733,18768,9263,49.71,8301,44.54,914,4.9,130,0.69,26,0.13,0,0,0.0
논산시,52956,36768,15841,43.4,18448,50.54,1866,5.11,302,0.82,39,0.1,0,0,0.0
계룡시,22673,19034,9370,49.6,7832,41.46,1504,7.96,171,0.9,13,0.06,0,0,0.0
당진시,129306,95670,48377,50.89,39600,41.65,6110,6.42,873,0.91,100,0.1,0,0,0.0
부여군,47465,35918,14516,40.73,19199,53.87,1646,4.61,246,0.69,31,0.08,0,0,0.0
서천군,39211,29315,13217,45.45,14315,49.23,1302,4.47,198,0.68,45,0.15,0,0,0.0
홍성군,48491,38666,18424,47.97,17184,44.75,2343,6.1,406,1.05,43,0.11,0,0,0.0
청양군,18222,15369,6702,44.02,7419,48.73,972,6.38,103,0.67,26,0.17,0,0,0.0
예산군,56516,42022,15076,36.13,24014,57.55,2280,5.46,310,0.74,44,0.1,0,0,0.0
