District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
청주시상당구,85959,68549,33026,48.5,29723,43.65,4633,6.8,633,0.92,70,0.1,0,0,0.0
청주시서원구,86514,69112,33638,49.01,28488,41.51,5685,8.28,734,1.06,77,0.11,0,0,0.0
청주시흥덕구,58593,49678,26852,54.45,17435,35.35,4493,9.11,475,0.96,54,0.1,0,0,0.0
청주시청원구,60197,46853,24129,51.87,17677,38.0,4194,9.01,454,0.97,59,0.12,0,0,0.0
충주시,46792,42421,22426,53.22,16275,38.62,3083,7.31,317,0.75,36,0.08,0,0,0.0
제천시,16112,15235,7904,52.27,6130,40.53,946,6.25,122,0.8,19,0.12,0,0,0.0
단양군,14871,12524,5083,40.84,6705,53.88,581,4.66,67,0.53,8,0.06,0,0,0.0
영동군,34590,26559,10356,39.32,14427,54.77,1299,4.93,230,0.87,25,0.09,0,0,0.0
보은군,20139,16175,6936,43.26,8171,50.96,766,4.77,135,0.84,24,0.14,0,0,0.0
옥천군,27868,22773,10467,46.37,10586,46.9,1266,5.6,204,0.9,45,0.19,0,0,0.0
음성군,64181,47282,22867,48.73,20879,44.49,2734,5.82,382,0.81,60,0.12,0,0,0.0
진천군,35348,26947,14504,54.14,10133,37.82,1858,6.93,252,0.94,39,0.14,0,0,0.0
괴산군,21128,17413,7457,43.18,8861,51.31,773,4.47,157,0.9,19,0.11,0,0,0.0
증평군,31928,23995,11385,47.85,10290,43.24,1854,7.79,222,0.93,41,0.17,0,0,0.0
