District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
춘천시,44917,44214,25689,58.49,13496,30.73,4192,9.54,505,1.14,33,0.07,0,0,0.0
원주시,168602,127132,57403,45.47,57823,45.8,9629,7.62,1260,0.99,128,0.1,0,0,0.0
강릉시,155569,118802,49081,41.58,59492,50.41,8285,7.02,1048,0.88,109,0.09,0,0,0.0
동해시,59613,45639,19446,42.85,22684,49.98,2809,6.18,380,0.83,62,0.13,0,0,0.0
삼척시,48805,37877,14412,38.32,20598,54.78,2240,5.95,312,0.82,38,0.1,0,0,0.0
태백시,30961,23527,9661,41.33,12421,53.13,1105,4.72,170,0.72,18,0.07,0,0,0.0
정선군,16684,14059,6779,48.56,6385,45.74,681,4.87,98,0.7,16,0.11,0,0,0.0
속초시,31087,26554,13583,51.47,10914,41.35,1646,6.23,219,0.82,26,0.09,0,0,0.0
고성군,16319,13101,5579,42.94,6498,50.02,803,6.18,93,0.71,17,0.13,0,0,0.0
양양군,22625,17315,6818,39.63,9466,55.03,791,4.59,117,0.68,9,0.05,0,0,0.0
인제군,21871,17233,7281,42.72,8099,47.52,1482,8.69,145,0.85,33,0.19,0,0,0.0
홍천군,46196,35942,14773,41.46,18543,52.04,2020,5.66,245,0.68,46,0.12,0,0,0.0
횡성군,37629,28768,11341,39.73,15613,54.69,1364,4.77,194,0.67,32,0.11,0,0,0.0
영월군,21712,17838,7782,43.94,8942,50.49,833,4.7,129,0.72,22,0.12,0,0,0.0
평창군,24537,19938,8406,42.45,10179,51.41,1049,5.29,146,0.73,19,0.09,0,0,0.0
화천군,20014,15736,6260,40.18,7734,49.64,1401,8.99,157,1.0,27,0.17,0,0,0.0
양구군,12216,10364,4541,44.19,4669,45.44,957,9.31,88,0.85,19,0.18,0,0,0.0
철원군,15993,13686,6316,46.61,6002,44.29,1111,8.19,99,0.73,21,0.15,0,0,0.0
