District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
목포시,101517,68791,57476,84.0,7325,10.7,2931,4.28,607,0.88,77,0.11,0,0,0.0
여수시,94313,60124,47371,79.27,8712,14.57,3096,5.18,500,0.83,75,0.12,0,0,0.0
순천시,114842,96192,81581,85.27,8730,9.12,4535,4.74,710,0.74,116,0.12,0,0,0.0
나주시,48510,33003,26706,81.56,4025,12.29,1661,5.07,281,0.85,68,0.2,0,0,0.0
광양시,60844,48637,38287,79.14,6560,13.56,3099,6.4,367,0.75,61,0.12,0,0,0.0
담양군,33925,27586,24371,88.8,2005,7.3,825,3.0,172,0.62,71,0.25,0,0,0.0
장성군,31835,25750,22407,87.54,2166,8.46,815,3.18,163,0.63,43,0.16,0,0,0.0
곡성군,20936,16955,14609,87.07,1489,8.87,477,2.84,156,0.92,47,0.28,0,0,0.0
구례군,18278,15500,13383,86.99,1486,9.65,387,2.51,100,0.65,28,0.18,0,0,0.0
고흥군,55564,46747,40708,87.78,3968,8.55,1304,2.81,266,0.57,124,0.26,0,0,0.0
보성군,25557,21758,19206,88.84,1721,7.96,509,2.35,136,0.62,46,0.21,0,0,0.0
화순군,25049,16340,13582,83.79,1765,10.88,687,4.23,136,0.83,38,0.23,0,0,0.0
장흥군,13199,11384,10246,90.84,701,6.21,222,1.96,69,0.61,40,0.35,0,0,0.0
강진군,15170,15115,13475,89.92,986,6.58,387,2.58,101,0.67,35,0.23,0,0,0.0
완도군,31041,27124,24505,91.1,1513,5.62,686,2.55,128,0.47,65,0.24,0,0,0.0
해남군,46317,39411,35047,89.55,2750,7.02,1032,2.63,223,0.56,83,0.21,0,0,0.0
진도군,17213,13546,11817,88.07,1120,8.34,367,2.73,68,0.5,45,0.33,0,0,0.0
영암군,39012,30716,26735,87.69,2487,8.15,940,3.08,262,0.85,62,0.2,0,0,0.0
무안군,38844,31378,27285,87.55,2442,7.83,1135,3.64,232,0.74,70,0.22,0,0,0.0
영광군,30446,23222,19827,86.06,2126,9.22,873,3.78,117,0.5,94,0.4,0,0,0.0
함평군,19403,15159,13401,89.21,1124,7.48,360,2.39,85,0.56,51,0.33,0,0,0.0
신안군,26659,21238,18851,89.6,1523,7.23,475,2.25,127,0.6,63,0.29,0,0,0.0
