District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
포항시북구,104878,83895,21958,26.33,55554,66.62,5099,6.11,704,0.84,74,0.08,0,0,0.0
포항시남구,75507,60579,16927,28.15,38317,63.73,4321,7.18,502,0.83,54,0.08,0,0,0.0
울릉군,8412,6716,1814,27.26,4351,65.38,454,6.82,30,0.45,5,0.07,0,0,0.0
경주시,72673,66367,22603,34.32,38123,57.88,4144,6.29,922,1.4,64,0.09,0,0,0.0
김천시,92779,74215,19306,26.18,49114,66.61,4699,6.37,540,0.73,64,0.08,0,0,0.0
안동시,107728,85414,26436,31.22,52625,62.15,4901,5.78,626,0.73,75,0.08,0,0,0.0
구미시,146227,123687,40023,32.61,70781,57.68,10808,8.8,949,0.77,138,0.11,0,0,0.0
영주시,63042,51202,14066,27.71,33874,66.74,2456,4.83,307,0.6,51,0.1,0,0,0.0
영천시,47510,39122,8380,21.58,28532,73.5,1663,4.28,208,0.53,36,0.09,0,0,0.0
상주시,59172,48459,10711,22.29,34561,71.92,2432,5.06,295,0.61,52,0.1,0,0,0.0
문경시,35491,29833,6623,22.38,21588,72.97,1157,3.91,184,0.62,32,0.1,0,0,0.0
예천군,32334,26806,7145,26.96,17579,66.33,1560,5.88,184,0.69,32,0.12,0,0,0.0
경산시,46250,37941,9629,25.59,25043,66.56,2627,6.98,284,0.75,41,0.1,0,0,0.0
청도군,27656,21878,4225,19.46,16550,76.26,803,3.7,101,0.46,23,0.1,0,0,0.0
고령군,20739,16452,2977,18.28,12582,77.28,620,3.8,79,0.48,21,0.12,0,0,0.0
성주군,27207,22751,4294,19.04,17238,76.44,871,3.86,120,0.53,28,0.12,0,0,0.0
칠곡군,82512,60692,15373,25.5,40797,67.67,3608,5.98,433,0.71,75,0.12,0,0,0.0
의성군,41422,32966,5588,17.09,25779,78.88,1087,3.32,188,0.57,38,0.11,0,0,0.0
청송군,22070,18250,3789,20.95,13348,73.83,797,4.4,125,0.69,19,0.1,0,0,0.0
영양군,14161,11615,2848,24.72,8104,70.35,484,4.2,72,0.62,10,0.08,0,0,0.0
영덕군,27989,22070,3757,17.18,17204,78.67,754,3.44,133,0.6,19,0.08,0,0,0.0
봉화군,20403,16512,3992,24.39,11640,71.14,608,3.71,103,0.62,18,0.11,0,0,0.0
울진군,33621,26514,5848,22.24,19029,72.38,1241,4.72,141,0.53,29,0.11,0,0,0.0
