District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
춘천시,63923,62035,35687,57.93,19516,31.68,5642,9.15,706,1.14,52,0.08,0,0,0.0
원주시,168602,127132,57403,45.47,57823,45.8,9629,7.62,1260,0.99,128,0.1,0,0,0.0
강릉시,170705,128236,52033,40.84,65351,51.29,8775,6.88,1116,0.87,118,0.09,0,0,0.0
동해시,63735,48271,20158,42.02,24278,50.61,3064,6.38,400,0.83,69,0.14,0,0,0.0
삼척시,49556,38469,14578,38.17,20986,54.96,2269,5.94,313,0.81,38,0.09,0,0,0.0
태백시,33422,25989,10894,42.2,13277,51.43,1430,5.53,192,0.74,20,0.07,0,0,0.0
정선군,20229,16265,7469,46.25,7779,48.17,773,4.78,110,0.68,18,0.11,0,0,0.0
속초시,37702,30437,15035,49.7,13050,43.14,1884,6.22,247,0.81,30,0.09,0,0,0.0
고성군,19937,16372,7052,43.45,7917,48.78,1113,6.85,126,0.77,20,0.12,0,0,0.0
양양군,24980,19670,8061,41.26,10304,52.74,1017,5.2,140,0.71,12,0.06,0,0,0.0
인제군,22230,17517,7384,42.63,8267,47.73,1489,8.59,146,0.84,34,0.19,0,0,0.0
홍천군,50316,38492,15641,40.99,20020,52.47,2177,5.7,268,0.7,46,0.12,0,0,0.0
횡성군,37629,28768,11341,39.73,15613,54.69,1364,4.77,194,0.67,32,0.11,0,0,0.0
영월군,27749,21672,8972,41.7,11349,52.75,1006,4.67,155,0.72,30,0.13,0,0,0.0
평창군,25865,20815,8653,41.86,10763,52.07,1082,5.23,150,0.72,21,0.1,0,0,0.0
화천군,20014,15736,6260,40.18,7734,49.64,1401,8.99,157,1.0,27,0.17,0,0,0.0
양구군,13117,10967,4721,43.42,5046,46.41,993,9.13,92,0.84,19,0.17,0,0,0.0
철원군,15993,13686,6316,46.61,6002,44.29,1111,8.19,99,0.73,21,0.15,0,0,0.0
