District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
춘천시,133317,113606,57649,51.08,43658,38.68,10178,9.01,1268,1.12,99,0.08,0,0,0.0
원주시,238990,182850,85794,47.24,79782,43.93,14070,7.74,1782,0.98,177,0.09,0,0,0.0
강릉시,183191,139882,57546,41.42,69408,49.96,10578,7.61,1236,0.88,142,0.1,0,0,0.0
동해시,75688,57784,24197,42.16,28536,49.72,4072,7.09,494,0.86,83,0.14,0,0,0.0
삼척시,55205,43735,16959,39.08,23059,53.13,2961,6.82,370,0.85,45,0.1,0,0,0.0
태백시,33422,25989,10894,42.2,13277,51.43,1430,5.53,192,0.74,20,0.07,0,0,0.0
정선군,30577,24019,10241,42.95,12195,51.15,1219,5.11,155,0.65,29,0.12,0,0,0.0
속초시,64407,46821,20249,43.49,23012,49.43,2853,6.12,396,0.85,41,0.08,0,0,0.0
고성군,24393,19289,7890,41.25,9835,51.41,1237,6.46,143,0.74,22,0.11,0,0,0.0
양양군,24980,19670,8061,41.26,10304,52.74,1017,5.2,140,0.71,12,0.06,0,0,0.0
인제군,27383,21666,9136,42.63,10099,47.12,1964,9.16,185,0.86,45,0.2,0,0,0.0
홍천군,54607,41327,16680,40.71,21545,52.59,2400,5.85,288,0.7,52,0.12,0,0,0.0
횡성군,41725,32863,13347,40.94,17208,52.79,1769,5.42,237,0.72,36,0.11,0,0,0.0
영월군,33250,26302,11089,42.47,13400,51.32,1395,5.34,187,0.71,37,0.14,0,0,0.0
평창군,36753,28718,11594,40.66,14937,52.39,1728,6.06,224,0.78,27,0.09,0,0,0.0
화천군,20014,15736,6260,40.18,7734,49.64,1401,8.99,157,1.0,27,0.17,0,0,0.0
양구군,17713,13999,5706,41.15,6778,48.88,1240,8.94,119,0.85,22,0.15,0,0,0.0
철원군,33558,25865,10727,41.87,12607,49.21,2049,7.99,196,0.76,39,0.15,0,0,0.0
