District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
전주시완산구,75015,66852,56976,85.65,6017,9.04,2951,4.43,486,0.73,90,0.13,0,0,0.0
전주시덕진구,126941,87228,64925,74.91,14340,16.54,6340,7.31,954,1.1,107,0.12,0,0,0.0
군산시,45238,42481,36897,87.34,3559,8.42,1484,3.51,256,0.6,47,0.11,0,0,0.0
익산시,54417,48874,41945,86.41,4463,9.19,1766,3.63,307,0.63,59,0.12,0,0,0.0
정읍시,36291,33492,29763,89.5,2256,6.78,952,2.86,211,0.63,71,0.21,0,0,0.0
남원시,18416,18416,16572,90.84,1030,5.64,445,2.43,149,0.81,47,0.25,0,0,0.0
김제시,25470,23252,20704,89.6,1650,7.14,577,2.49,129,0.55,45,0.19,0,0,0.0
완주군,57399,43113,34793,81.32,5463,12.76,1993,4.65,449,1.04,87,0.2,0,0,0.0
진안군,7596,7083,6124,87.19,655,9.32,172,2.44,50,0.71,22,0.31,0,0,0.0
무주군,20899,17383,13395,77.7,2876,16.68,785,4.55,135,0.78,47,0.27,0,0,0.0
장수군,4461,4434,3956,89.8,315,7.15,88,1.99,36,0.81,10,0.22,0,0,0.0
임실군,10731,10565,9437,90.02,689,6.57,261,2.48,71,0.67,25,0.23,0,0,0.0
순창군,17572,15600,13622,88.05,1284,8.29,414,2.67,121,0.78,29,0.18,0,0,0.0
고창군,28413,23465,20265,87.08,2175,9.34,602,2.58,145,0.62,83,0.35,0,0,0.0
부안군,20838,16647,14398,87.01,1627,9.83,396,2.39,84,0.5,41,0.24,0,0,0.0
