District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
포항시북구,69744,58553,16743,28.77,37265,64.05,3617,6.21,497,0.85,57,0.09,0,0,0.0
포항시남구,75507,60579,16927,28.15,38317,63.73,4321,7.18,502,0.83,54,0.08,0,0,0.0
울릉군,8412,6716,1814,27.26,4351,65.38,454,6.82,30,0.45,5,0.07,0,0,0.0
경주시,52944,50242,17577,35.27,28306,56.81,3186,6.39,701,1.4,55,0.11,0,0,0.0
김천시,78281,64458,17686,27.61,41567,64.91,4246,6.63,483,0.75,52,0.08,0,0,0.0
안동시,76055,61605,19699,32.27,37294,61.1,3551,5.81,434,0.71,52,0.08,0,0,0.0
구미시,109228,93306,29886,32.3,53761,58.1,8080,8.73,685,0.74,104,0.11,0,0,0.0
영주시,48095,40989,12329,30.36,25936,63.88,2033,5.0,264,0.65,35,0.08,0,0,0.0
영천시,36081,31323,7571,24.36,21823,70.24,1463,4.7,183,0.58,29,0.09,0,0,0.0
상주시,48883,41435,9622,23.41,29036,70.66,2139,5.2,254,0.61,41,0.09,0,0,0.0
문경시,25120,23016,5906,25.87,15721,68.88,1006,4.4,163,0.71,25,0.1,0,0,0.0
예천군,24388,21058,5646,27.14,13855,66.61,1140,5.48,131,0.62,26,0.12,0,0,0.0
경산시,38000,30932,7691,25.07,20644,67.3,2077,6.77,228,0.74,34,0.11,0,0,0.0
청도군,23738,19091,3894,20.56,14197,74.99,731,3.86,91,0.48,18,0.09,0,0,0.0
고령군,20739,16452,2977,18.28,12582,77.28,620,3.8,79,0.48,21,0.12,0,0,0.0
성주군,18265,16589,3553,21.62,12082,73.52,682,4.15,96,0.58,19,0.11,0,0,0.0
칠곡군,64857,48705,12674,26.2,32441,67.07,2851,5.89,338,0.69,63,0.13,0,0,0.0
의성군,39035,31359,5300,17.04,24548,78.96,1030,3.31,175,0.56,36,0.11,0,0,0.0
청송군,22070,18250,3789,20.95,13348,73.83,797,4.4,125,0.69,19,0.1,0,0,0.0
영양군,14161,11615,2848,24.72,8104,70.35,484,4.2,72,0.62,10,0.08,0,0,0.0
영덕군,17503,14971,2921,19.69,11248,75.82,555,3.74,96,0.64,14,0.09,0,0,0.0
봉화군,16722,13893,3619,26.28,9518,69.14,524,3.8,89,0.64,16,0.11,0,0,0.0
울진군,25122,20847,5048,24.43,14432,69.87,1037,5.02,113,0.54,25,0.12,0,0,0.0
