District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
종로구,112791,86153,40208,47.03,36196,42.33,7516,8.79,1494,1.74,77,0.09,0,0,0.0
중구,98366,75351,33708,45.11,33079,44.27,6934,9.28,944,1.26,50,0.06,0,0,0.0
용산구,183614,143813,58705,41.14,67927,47.6,13794,9.66,2166,1.51,102,0.07,0,0,0.0
성동구,213951,166869,72579,43.82,74680,45.08,16273,9.82,1940,1.17,157,0.09,0,0,0.0
광진구,238827,178140,76900,43.53,79895,45.22,17604,9.96,2081,1.17,168,0.09,0,0,0.0
동대문구,161240,131276,65825,50.54,50309,38.62,12523,9.61,1471,1.12,115,0.08,0,0,0.0
중랑구,292466,222593,111167,50.3,89792,40.62,17597,7.96,2211,1.0,239,0.1,0,0,0.0
성북구,330107,256416,125682,49.38,101289,39.79,23647,9.29,3695,1.45,206,0.08,0,0,0.0
강북구,161750,127362,70373,55.64,45811,36.22,8845,6.99,1334,1.05,115,0.09,0,0,0.0
도봉구,242804,186365,91774,49.58,77264,41.74,13889,7.5,1996,1.07,159,0.08,0,0,0.0
노원구,353837,281499,139259,49.82,110347,39.48,26324,9.41,3312,1.18,252,0.09,0,0,0.0
은평구,360643,276462,141091,51.43,106859,38.95,22072,8.04,4019,1.46,269,0.09,0,0,0.0
서대문구,265008,182217,87721,48.51,73177,40.47,16747,9.26,3018,1.66,150,0.08,0,0,0.0
마포구,281364,221394,101902,46.4,91357,41.6,21914,9.98,4211,1.91,187,0.08,0,0,0.0
양천구,327335,258947,119534,46.46,112601,43.76,21928,8.52,2961,1.15,248,0.09,0,0,0.0
강서구,391026,305780,150076,49.46,121531,40.05,27926,9.2,3544,1.16,317,0.1,0,0,0.0
구로구,305569,239796,115929,48.69,98943,41.56,20256,8.5,2709,1.13,225,0.09,0,0,0.0
금천구,183269,138283,69048,50.35,53609,39.09,12857,9.37,1464,1.06,154,0.11,0,0,0.0
영등포구,242593,193649,87748,45.69,81983,42.69,19703,10.25,2448,1.27,158,0.08,0,0,0.0
동작구,194690,159063,75759,48.02,64819,41.08,15121,9.58,1910,1.21,140,0.08,0,0,0.0
관악구,299270,234479,115960,49.94,84946,36.58,27596,11.88,3417,1.47,270,0.11,0,0,0.0
서초구,310988,246070,77746,31.78,141367,57.8,22606,9.24,2715,1.11,142,0.05,0,0,0.0
강남구,354679,275199,85961,31.42,159084,58.15,25749,9.41,2593,0.94,147,0.05,0,0,0.0
송파구,470144,374635,150245,40.38,182577,49.08,35102,9.43,3775,1.01,299,0.08,0,0,0.0
강동구,258250,214964,102635,48.06,89429,41.87,19167,8.97,2129,0.99,185,0.08,0,0,0.0
