District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
전주시완산구,62119,57348,49509,86.75,4738,8.3,2349,4.11,396,0.69,76,0.13,0,0,0.0
전주시덕진구,126941,87228,64925,74.91,14340,16.54,6340,7.31,954,1.1,107,0.12,0,0,0.0
군산시,34401,33030,28850,87.83,2629,8.0,1130,3.44,197,0.59,38,0.11,0,0,0.0
익산시,49988,46416,40171,87.14,3951,8.57,1637,3.55,281,0.6,55,0.11,0,0,0.0
정읍시,35604,33131,29484,89.62,2192,6.66,944,2.86,209,0.63,69,0.2,0,0,0.0
남원시,16528,16528,14856,90.74,940,5.74,395,2.41,139,0.84,42,0.25,0,0,0.0
김제시,24725,22826,20367,89.8,1581,6.97,560,2.46,128,0.56,44,0.19,0,0,0.0
완주군,57399,43113,34793,81.32,5463,12.76,1993,4.65,449,1.04,87,0.2,0,0,0.0
진안군,7596,7083,6124,87.19,655,9.32,172,2.44,50,0.71,22,0.31,0,0,0.0
무주군,20899,17383,13395,77.7,2876,16.68,785,4.55,135,0.78,47,0.27,0,0,0.0
장수군,4461,4434,3956,89.8,315,7.15,88,1.99,36,0.81,10,0.22,0,0,0.0
임실군,7694,7528,6783,90.85,474,6.34,144,1.92,45,0.6,20,0.26,0,0,0.0
순창군,17117,15375,13458,88.26,1241,8.13,405,2.65,116,0.76,27,0.17,0,0,0.0
고창군,27794,23121,19986,87.15,2134,9.3,589,2.56,142,0.61,80,0.34,0,0,0.0
부안군,20838,16647,14398,87.01,1627,9.83,396,2.39,84,0.5,41,0.24,0,0,0.0
