District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
중구,12373,10654,4839,45.73,5031,47.54,632,5.97,69,0.65,10,0.09,0,0,0.0
서구,51855,42102,16797,40.19,21868,52.32,2755,6.59,332,0.79,41,0.09,0,0,0.0
동구,42434,34400,14300,41.84,17314,50.66,2282,6.67,242,0.7,34,0.09,0,0,0.0
영도구,29407,24629,11826,48.31,11205,45.77,1282,5.23,144,0.58,22,0.08,0,0,0.0
부산진구,177549,139338,57904,41.85,69291,50.08,9965,7.2,1055,0.76,129,0.09,0,0,0.0
동래구,81845,68547,29058,42.64,33378,48.98,5074,7.44,576,0.84,50,0.07,0,0,0.0
남구,111243,87576,34185,39.27,45803,52.61,6331,7.27,661,0.75,71,0.08,0,0,0.0
북구,83664,69082,30080,43.82,33334,48.56,4613,6.72,535,0.77,70,0.1,0,0,0.0
해운대구,69776,63808,31725,50.03,26963,42.52,4181,6.59,470,0.74,62,0.09,0,0,0.0
기장군,42484,30007,10377,34.8,17091,57.32,2085,6.99,226,0.75,36,0.12,0,0,0.0
사하구,55482,46573,22186,47.92,20918,45.18,2807,6.06,333,0.71,52,0.11,0,0,0.0
금정구,123885,85500,21917,25.78,56187,66.11,6110,7.18,708,0.83,61,0.07,0,0,0.0
강서구,50575,40082,18571,46.6,17949,45.04,2987,7.49,310,0.77,31,0.07,0,0,0.0
연제구,136965,106132,40077,38.01,57003,54.06,7393,7.01,860,0.81,100,0.09,0,0,0.0
수영구,77053,60447,23962,39.94,31067,51.78,4387,7.31,533,0.88,45,0.07,0,0,0.0
사상구,49663,36592,14080,38.73,19376,53.3,2548,7.01,295,0.81,47,0.12,0,0,0.0
