District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
청주시상당구,59442,46604,21604,46.67,21126,45.64,3068,6.62,438,0.94,49,0.1,0,0,0.0
청주시서원구,72226,57581,27676,48.4,24113,42.17,4715,8.24,605,1.05,64,0.11,0,0,0.0
청주시흥덕구,44161,38484,21619,56.6,12843,33.62,3331,8.72,353,0.92,46,0.12,0,0,0.0
청주시청원구,56605,44783,23336,52.49,16718,37.6,3913,8.8,435,0.97,54,0.12,0,0,0.0
충주시,46792,42421,22426,53.22,16275,38.62,3083,7.31,317,0.75,36,0.08,0,0,0.0
제천시,10231,10152,5249,52.12,4107,40.78,622,6.17,80,0.79,12,0.11,0,0,0.0
단양군,9272,7838,3014,38.73,4412,56.7,310,3.98,41,0.52,4,0.05,0,0,0.0
영동군,34590,26559,10356,39.32,14427,54.77,1299,4.93,230,0.87,25,0.09,0,0,0.0
보은군,12657,9958,4118,41.69,5219,52.83,443,4.48,81,0.82,16,0.16,0,0,0.0
옥천군,27868,22773,10467,46.37,10586,46.9,1266,5.6,204,0.9,45,0.19,0,0,0.0
음성군,53368,41425,20546,49.99,17826,43.37,2346,5.7,322,0.78,53,0.12,0,0,0.0
진천군,23611,17724,8611,48.89,7698,43.71,1120,6.36,154,0.87,27,0.15,0,0,0.0
괴산군,16568,14419,6621,46.32,6825,47.75,691,4.83,136,0.95,19,0.13,0,0,0.0
증평군,31928,23995,11385,47.85,10290,43.24,1854,7.79,222,0.93,41,0.17,0,0,0.0
