District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
목포시,133385,100659,86609,86.49,8694,8.68,3919,3.91,814,0.81,99,0.09,0,0,0.0
여수시,107372,69170,54611,79.44,9858,14.34,3614,5.25,574,0.83,83,0.12,0,0,0.0
순천시,140275,119864,102198,85.7,10242,8.58,5796,4.86,874,0.73,135,0.11,0,0,0.0
나주시,53791,38284,31612,83.22,4244,11.17,1751,4.6,307,0.8,72,0.18,0,0,0.0
광양시,81169,66472,53749,81.26,8000,12.09,3839,5.8,479,0.72,77,0.11,0,0,0.0
담양군,33925,27586,24371,88.8,2005,7.3,825,3.0,172,0.62,71,0.25,0,0,0.0
장성군,31835,25750,22407,87.54,2166,8.46,815,3.18,163,0.63,43,0.16,0,0,0.0
곡성군,24642,20660,17677,86.4,1806,8.82,724,3.53,195,0.95,56,0.27,0,0,0.0
구례군,19274,16122,13850,86.56,1608,10.05,408,2.55,104,0.65,30,0.18,0,0,0.0
고흥군,55564,46747,40708,87.78,3968,8.55,1304,2.81,266,0.57,124,0.26,0,0,0.0
보성군,29476,23962,20978,88.19,2020,8.49,573,2.4,161,0.67,55,0.23,0,0,0.0
화순군,28555,19846,16805,85.4,1913,9.72,752,3.82,154,0.78,53,0.26,0,0,0.0
장흥군,18338,14382,12572,88.19,1202,8.43,330,2.31,104,0.72,47,0.32,0,0,0.0
강진군,15170,15115,13475,89.92,986,6.58,387,2.58,101,0.67,35,0.23,0,0,0.0
완도군,33728,28737,25866,90.79,1681,5.9,727,2.55,140,0.49,74,0.25,0,0,0.0
해남군,49568,41222,36554,89.31,2966,7.24,1078,2.63,237,0.57,92,0.22,0,0,0.0
진도군,17884,13926,12139,88.02,1165,8.44,372,2.69,70,0.5,45,0.32,0,0,0.0
영암군,39012,30716,26735,87.69,2487,8.15,940,3.08,262,0.85,62,0.2,0,0,0.0
무안군,41458,33177,28653,86.96,2724,8.26,1246,3.78,256,0.77,70,0.21,0,0,0.0
영광군,39527,31529,27255,87.04,2623,8.37,1170,3.73,160,0.51,105,0.33,0,0,0.0
함평군,19403,15159,13401,89.21,1124,7.48,360,2.39,85,0.56,51,0.33,0,0,0.0
신안군,27140,21464,19035,89.51,1557,7.32,479,2.25,130,0.61,63,0.29,0,0,0.0
