District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
포항시북구,48334,40134,11237,28.16,25726,64.48,2541,6.36,350,0.87,40,0.1,0,0,0.0
포항시남구,28775,25452,7309,28.95,15992,63.35,1714,6.79,203,0.8,22,0.08,0,0,0.0
울릉군,8412,6716,1814,27.26,4351,65.38,454,6.82,30,0.45,5,0.07,0,0,0.0
경주시,19204,18918,7413,39.56,9721,51.88,1289,6.87,291,1.55,23,0.12,0,0,0.0
김천시,46156,42460,13146,31.18,25945,61.54,2689,6.37,343,0.81,35,0.08,0,0,0.0
안동시,67710,56022,18572,33.46,33426,60.23,3054,5.5,391,0.7,49,0.08,0,0,0.0
구미시,42469,40809,14302,35.36,22025,54.46,3776,9.33,292,0.72,45,0.11,0,0,0.0
영주시,39939,35290,11434,32.71,21422,61.28,1834,5.24,233,0.66,29,0.08,0,0,0.0
영천시,28712,26260,6980,26.8,17580,67.51,1294,4.96,162,0.62,23,0.08,0,0,0.0
상주시,38055,33982,8486,25.18,23159,68.72,1812,5.37,210,0.62,30,0.08,0,0,0.0
문경시,8542,8542,2154,25.44,5910,69.8,326,3.85,64,0.75,12,0.14,0,0,0.0
예천군,9431,8474,1759,21.09,6101,73.17,409,4.9,52,0.62,16,0.19,0,0,0.0
경산시,24522,21795,6384,29.56,13442,62.24,1586,7.34,156,0.72,26,0.12,0,0,0.0
청도군,15782,13621,3256,24.11,9576,70.92,584,4.32,72,0.53,13,0.09,0,0,0.0
고령군,8887,7560,1552,20.75,5556,74.31,316,4.22,42,0.56,10,0.13,0,0,0.0
성주군,10616,10135,2113,21.08,7429,74.11,407,4.06,57,0.56,17,0.16,0,0,0.0
칠곡군,24428,20842,6354,30.73,12917,62.47,1227,5.93,150,0.72,28,0.13,0,0,0.0
의성군,21141,17891,3189,17.97,13830,77.97,598,3.37,101,0.56,19,0.1,0,0,0.0
청송군,19650,16010,3203,20.19,11927,75.21,613,3.86,97,0.61,17,0.1,0,0,0.0
영양군,14161,11615,2848,24.72,8104,70.35,484,4.2,72,0.62,10,0.08,0,0,0.0
영덕군,3911,3858,791,20.76,2851,74.82,136,3.56,26,0.68,6,0.15,0,0,0.0
봉화군,12060,10686,3149,29.72,6917,65.29,436,4.11,78,0.73,13,0.12,0,0,0.0
울진군,11480,10790,2898,27.14,7123,66.72,575,5.38,64,0.59,15,0.14,0,0,0.0
