District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
포항시북구,214708,167930,42735,25.59,112135,67.15,10550,6.31,1424,0.85,135,0.08,0,0,0.0
포항시남구,176866,134834,35008,26.13,88628,66.16,9045,6.75,1154,0.86,115,0.08,0,0,0.0
울릉군,8412,6716,1814,27.26,4351,65.38,454,6.82,30,0.45,5,0.07,0,0,0.0
경주시,217320,172873,45754,26.64,112844,65.72,10753,6.26,2182,1.27,156,0.09,0,0,0.0
김천시,117773,93605,23343,25.11,62634,67.38,6209,6.67,672,0.72,96,0.1,0,0,0.0
안동시,136331,108216,33560,31.28,65739,61.27,7050,6.57,841,0.78,98,0.09,0,0,0.0
구미시,338629,259986,72582,28.13,160140,62.06,22956,8.89,2039,0.79,295,0.11,0,0,0.0
영주시,86901,68942,18860,27.59,45015,65.85,3953,5.78,458,0.67,70,0.1,0,0,0.0
영천시,87894,69766,14223,20.53,51359,74.16,3209,4.63,387,0.55,68,0.09,0,0,0.0
상주시,81951,65682,14270,21.91,46856,71.96,3496,5.36,411,0.63,75,0.11,0,0,0.0
문경시,59787,47655,10266,21.73,34287,72.58,2337,4.94,297,0.62,48,0.1,0,0,0.0
예천군,46657,38177,10039,26.58,25065,66.38,2336,6.18,272,0.72,47,0.12,0,0,0.0
경산시,205106,154586,34229,22.29,106833,69.59,11078,7.21,1200,0.78,162,0.1,0,0,0.0
청도군,37770,30244,6045,20.15,22480,74.93,1273,4.24,164,0.54,37,0.12,0,0,0.0
고령군,27768,22163,4130,18.8,16684,75.97,990,4.5,126,0.57,29,0.13,0,0,0.0
성주군,38236,31647,5989,19.08,23775,75.74,1416,4.51,170,0.54,37,0.11,0,0,0.0
칠곡군,92234,69654,18246,26.38,45689,66.06,4605,6.65,518,0.74,97,0.14,0,0,0.0
의성군,45733,37277,6726,18.2,28522,77.18,1442,3.9,220,0.59,42,0.11,0,0,0.0
청송군,22070,18250,3789,20.95,13348,73.83,797,4.4,125,0.69,19,0.1,0,0,0.0
영양군,14161,11615,2848,24.72,8104,70.35,484,4.2,72,0.62,10,0.08,0,0,0.0
영덕군,30579,24558,4407,18.1,18780,77.16,972,3.99,155,0.63,22,0.09,0,0,0.0
봉화군,26412,21210,5248,24.96,14719,70.02,888,4.22,140,0.66,24,0.11,0,0,0.0
울진군,41362,32830,7327,22.51,23129,71.06,1859,5.71,197,0.6,35,0.1,0,0,0.0
