District,Eligible_Voters,Total_Votes,더불어민주당이재명_Votes,더불어민주당이재명_Percentage,국민의힘김문수_Votes,국민의힘김문수_Percentage,개혁신당이준석_Votes,개혁신당이준석_Percentage,민주노동당권영국_Votes,민주노동당권영국_Percentage,무소속송진호_Votes,무소속송진호_Percentage,Invalid_Votes,Abstentions,Counting_Rate
수원시장안구,8149,6625,3602,54.6,2529,38.33,405,6.13,54,0.81,7,0.1,0,0,0.0
수원시권선구,133262,92212,41517,45.35,40928,44.7,8128,8.87,892,0.97,80,0.08,0,0,0.0
수원시팔달구,110726,75931,30616,40.62,36606,48.57,7309,9.69,734,0.97,92,0.12,0,0,0.0
수원시영통구,135808,100984,41503,41.39,45778,45.66,11853,11.82,1024,1.02,96,0.09,0,0,0.0
성남시수정구,15470,15455,10931,71.16,3340,21.74,969,6.3,110,0.71,9,0.05,0,0,0.0
성남시중원구,69565,58711,35564,60.95,18614,31.9,3698,6.33,417,0.71,52,0.08,0,0,0.0
성남시분당구,115717,88547,30165,34.28,48635,55.27,8339,9.47,794,0.9,53,0.06,0,0,0.0
의정부시,75971,49183,21277,43.58,23272,47.67,3755,7.69,471,0.96,43,0.08,0,0,0.0
안양시만안구,69586,48483,19577,40.68,23777,49.41,4282,8.89,444,0.92,40,0.08,0,0,0.0
안양시동안구,63162,53943,26998,50.38,21145,39.45,4835,9.02,569,1.06,39,0.07,0,0,0.0
부천시원미구,58547,49649,27994,56.78,16870,34.21,3928,7.96,467,0.94,40,0.08,0,0,0.0
부천시소사구,99928,71894,32111,44.97,33049,46.29,5382,7.53,793,1.11,57,0.07,0,0,0.0
부천시오정구,47373,35174,19605,56.08,12711,36.36,2294,6.56,297,0.84,47,0.13,0,0,0.0
광명시,79477,67428,37113,55.36,23773,35.46,5412,8.07,685,1.02,47,0.07,0,0,0.0
평택시,154796,109184,51909,47.87,46517,42.9,9017,8.31,860,0.79,124,0.11,0,0,0.0
양주시,14960,10468,4859,46.73,4813,46.28,640,6.15,75,0.72,11,0.1,0,0,0.0
동두천시,15074,8978,3515,39.48,4803,53.94,512,5.75,61,0.68,12,0.13,0,0,0.0
안산시상록구,116483,87066,48524,56.11,30419,35.18,6676,7.72,754,0.87,92,0.1,0,0,0.0
안산시단원구,130668,88928,42204,47.82,37337,42.3,7710,8.73,883,1.0,120,0.13,0,0,0.0
고양시덕양구,161036,117694,53834,46.04,52217,44.66,9533,8.15,1243,1.06,82,0.07,0,0,0.0
고양시일산동구,65774,49277,23271,47.58,21173,43.29,3900,7.97,522,1.06,40,0.08,0,0,0.0
고양시일산서구,96600,74319,36865,49.88,30758,41.62,5433,7.35,789,1.06,53,0.07,0,0,0.0
과천시,10102,8825,4215,48.04,3683,41.98,778,8.86,93,1.06,4,0.04,0,0,0.0
의왕시,51152,43366,22298,51.71,17021,39.47,3378,7.83,385,0.89,34,0.07,0,0,0.0
구리시,26289,24550,14921,61.14,7450,30.53,1832,7.5,188,0.77,10,0.04,0,0,0.0
남양주시,198884,146513,69646,47.83,64349,44.19,10174,6.98,1287,0.88,132,0.09,0,0,0.0
오산시,34532,25739,14057,55.04,8843,34.62,2368,9.27,242,0.94,28,0.1,0,0,0.0
화성시갑,61272,40448,18984,47.23,17648,43.9,3203,7.96,304,0.75,54,0.13,0,0,0.0
화성시을,99029,76058,34760,45.99,29854,39.5,10188,13.48,718,0.95,53,0.07,0,0,0.0
시흥시,12532,12201,8121,66.99,3092,25.5,812,6.69,89,0.73,8,0.06,0,0,0.0
군포시,55479,44891,24658,55.28,16019,35.91,3449,7.73,437,0.97,35,0.07,0,0,0.0
하남시,94008,71471,33164,46.68,31548,44.41,5648,7.95,628,0.88,50,0.07,0,0,0.0
파주시,75876,55800,29543,53.26,21800,39.3,3629,6.54,446,0.8,41,0.07,0,0,0.0
여주시,33142,22174,8054,36.58,12649,57.46,1115,5.06,175,0.79,20,0.09,0,0,0.0
이천시,26367,22683,11642,51.63,9349,41.46,1368,6.06,157,0.69,29,0.12,0,0,0.0
용인시처인구,69311,58118,32230,55.83,20884,36.17,4112,7.12,434,0.75,67,0.11,0,0,0.0
용인시수지구,112212,84565,31160,37.06,44087,52.44,7965,9.47,793,0.94,63,0.07,0,0,0.0
용인시기흥구,53603,38524,16991,44.39,17412,45.49,3499,9.14,338,0.88,30,0.07,0,0,0.0
안성시,68544,49162,22104,45.29,23112,47.35,3201,6.55,342,0.7,46,0.09,0,0,0.0
김포시,83507,57846,25911,45.06,26570,46.21,4481,7.79,484,0.84,49,0.08,0,0,0.0
광주시,209670,138560,62347,45.26,65124,47.27,9130,6.62,1033,0.74,108,0.07,0,0,0.0
포천시,58955,42847,17922,42.15,21884,51.47,2404,5.65,261,0.61,43,0.1,0,0,0.0
연천군,12673,11622,5852,50.78,4731,41.06,822,7.13,102,0.88,15,0.13,0,0,0.0
양평군,31021,25135,11444,45.86,12049,48.28,1211,4.85,222,0.88,26,0.1,0,0,0.0
가평군,26453,22407,10413,46.82,10373,46.64,1261,5.67,174,0.78,17,0.07,0,0,0.0
